Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","110","Japan","5510","Production","394","Pumpkins, squash and gourds","2016","2016","tonnes","200890","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5312","Area harvested","754","Pyrethrum, dried","2016","2016","ha","","M","Data not available"
"QC","Crops","110","Japan","5510","Production","754","Pyrethrum, dried","2016","2016","tonnes","","M","Data not available"
"QC","Crops","110","Japan","5312","Area harvested","523","Quinces","2016","2016","ha","29","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","523","Quinces","2016","2016","hg/ha","56898","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","523","Quinces","2016","2016","tonnes","165","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5312","Area harvested","270","Rapeseed","2016","2016","ha","1980","","Official data"
"QC","Crops","110","Japan","5419","Yield","270","Rapeseed","2016","2016","hg/ha","18434","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","270","Rapeseed","2016","2016","tonnes","3650","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","27","Rice, paddy","2016","2016","ha","1479000","","Official data"
"QC","Crops","110","Japan","5419","Yield","27","Rice, paddy","2016","2016","hg/ha","54388","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","27","Rice, paddy","2016","2016","tonnes","8044000","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","149","Roots and tubers, nes","2016","2016","ha","3742","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","149","Roots and tubers, nes","2016","2016","hg/ha","153112","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","149","Roots and tubers, nes","2016","2016","tonnes","57297","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5312","Area harvested","71","Rye","2016","2016","ha","","M","Data not available"
"QC","Crops","110","Japan","5510","Production","71","Rye","2016","2016","tonnes","","M","Data not available"
"QC","Crops","110","Japan","5312","Area harvested","289","Sesame seed","2016","2016","ha","21","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","289","Sesame seed","2016","2016","hg/ha","5207","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","289","Sesame seed","2016","2016","tonnes","11","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5312","Area harvested","83","Sorghum","2016","2016","ha","","M","Data not available"
"QC","Crops","110","Japan","5510","Production","83","Sorghum","2016","2016","tonnes","","M","Data not available"
"QC","Crops","110","Japan","5312","Area harvested","236","Soybeans","2016","2016","ha","150000","","Official data"
"QC","Crops","110","Japan","5419","Yield","236","Soybeans","2016","2016","hg/ha","15867","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","236","Soybeans","2016","2016","tonnes","238000","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","373","Spinach","2016","2016","ha","20908","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","373","Spinach","2016","2016","hg/ha","118617","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","373","Spinach","2016","2016","tonnes","248000","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","544","Strawberries","2016","2016","ha","5402","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","544","Strawberries","2016","2016","hg/ha","294323","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","544","Strawberries","2016","2016","tonnes","159000","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","423","String beans","2016","2016","ha","5620","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","423","String beans","2016","2016","hg/ha","68126","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","423","String beans","2016","2016","tonnes","38286","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5312","Area harvested","157","Sugar beet","2016","2016","ha","59700","","Official data"
"QC","Crops","110","Japan","5419","Yield","157","Sugar beet","2016","2016","hg/ha","534171","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","157","Sugar beet","2016","2016","tonnes","3189000","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","156","Sugar cane","2016","2016","ha","28901","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","156","Sugar cane","2016","2016","hg/ha","544616","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","156","Sugar cane","2016","2016","tonnes","1574000","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","122","Sweet potatoes","2016","2016","ha","36000","","Official data"
"QC","Crops","110","Japan","5419","Yield","122","Sweet potatoes","2016","2016","hg/ha","239083","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","122","Sweet potatoes","2016","2016","tonnes","860700","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2016","2016","ha","41500","","Official data"
"QC","Crops","110","Japan","5419","Yield","495","Tangerines, mandarins, clementines, satsumas","2016","2016","hg/ha","194000","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2016","2016","tonnes","805100","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","136","Taro (cocoyam)","2016","2016","ha","12373","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","136","Taro (cocoyam)","2016","2016","hg/ha","124946","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","136","Taro (cocoyam)","2016","2016","tonnes","154600","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","667","Tea","2016","2016","ha","44078","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","667","Tea","2016","2016","hg/ha","18195","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","667","Tea","2016","2016","tonnes","80200","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","826","Tobacco, unmanufactured","2016","2016","ha","8000","","Official data"
"QC","Crops","110","Japan","5419","Yield","826","Tobacco, unmanufactured","2016","2016","hg/ha","22375","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","826","Tobacco, unmanufactured","2016","2016","tonnes","17900","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","388","Tomatoes","2016","2016","ha","12100","","Official data"
"QC","Crops","110","Japan","5419","Yield","388","Tomatoes","2016","2016","hg/ha","614215","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","388","Tomatoes","2016","2016","tonnes","743200","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","463","Vegetables, fresh nes","2016","2016","ha","117216","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","463","Vegetables, fresh nes","2016","2016","hg/ha","227002","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","463","Vegetables, fresh nes","2016","2016","tonnes","2660817","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5312","Area harvested","420","Vegetables, leguminous nes","2016","2016","ha","1938","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","420","Vegetables, leguminous nes","2016","2016","hg/ha","83682","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","420","Vegetables, leguminous nes","2016","2016","tonnes","16216","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5312","Area harvested","567","Watermelons","2016","2016","ha","10634","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","567","Watermelons","2016","2016","hg/ha","324231","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","567","Watermelons","2016","2016","tonnes","344800","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","15","Wheat","2016","2016","ha","214400","","Official data"
"QC","Crops","110","Japan","5419","Yield","15","Wheat","2016","2016","hg/ha","36884","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","15","Wheat","2016","2016","tonnes","790800","","Official data"
"QC","Crops","110","Japan","5312","Area harvested","137","Yams","2016","2016","ha","7345","Im","FAO data based on imputation methodology"
"QC","Crops","110","Japan","5419","Yield","137","Yams","2016","2016","hg/ha","225917","Fc","Calculated data"
"QC","Crops","110","Japan","5510","Production","137","Yams","2016","2016","tonnes","165929","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","221","Almonds, with shell","2016","2016","ha","309","","Official data"
"QC","Crops","112","Jordan","5419","Yield","221","Almonds, with shell","2016","2016","hg/ha","113204","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","221","Almonds, with shell","2016","2016","tonnes","3498","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","515","Apples","2016","2016","ha","2389","","Official data"
"QC","Crops","112","Jordan","5419","Yield","515","Apples","2016","2016","hg/ha","231046","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","515","Apples","2016","2016","tonnes","55197","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","526","Apricots","2016","2016","ha","940","","Official data"
"QC","Crops","112","Jordan","5419","Yield","526","Apricots","2016","2016","hg/ha","116585","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","526","Apricots","2016","2016","tonnes","10959","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","366","Artichokes","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5510","Production","366","Artichokes","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","486","Bananas","2016","2016","ha","917","","Official data"
"QC","Crops","112","Jordan","5419","Yield","486","Bananas","2016","2016","hg/ha","445551","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","486","Bananas","2016","2016","tonnes","40857","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","44","Barley","2016","2016","ha","39173","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","44","Barley","2016","2016","hg/ha","9682","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","44","Barley","2016","2016","tonnes","37929","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","414","Beans, green","2016","2016","ha","457","","Official data"
"QC","Crops","112","Jordan","5419","Yield","414","Beans, green","2016","2016","hg/ha","304902","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","414","Beans, green","2016","2016","tonnes","13934","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","358","Cabbages and other brassicas","2016","2016","ha","445","","Official data"
"QC","Crops","112","Jordan","5419","Yield","358","Cabbages and other brassicas","2016","2016","hg/ha","476629","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","358","Cabbages and other brassicas","2016","2016","tonnes","21210","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","461","Carobs","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5510","Production","461","Carobs","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","426","Carrots and turnips","2016","2016","ha","328","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","426","Carrots and turnips","2016","2016","hg/ha","423468","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","426","Carrots and turnips","2016","2016","tonnes","13874","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","393","Cauliflowers and broccoli","2016","2016","ha","2941","","Official data"
"QC","Crops","112","Jordan","5419","Yield","393","Cauliflowers and broccoli","2016","2016","hg/ha","318596","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","393","Cauliflowers and broccoli","2016","2016","tonnes","93699","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","531","Cherries","2016","2016","ha","140","","Official data"
"QC","Crops","112","Jordan","5419","Yield","531","Cherries","2016","2016","hg/ha","69571","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","531","Cherries","2016","2016","tonnes","974","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","191","Chick peas","2016","2016","ha","685","","Official data"
"QC","Crops","112","Jordan","5419","Yield","191","Chick peas","2016","2016","hg/ha","29533","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","191","Chick peas","2016","2016","tonnes","2023","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","401","Chillies and peppers, green","2016","2016","ha","1939","","Official data"
"QC","Crops","112","Jordan","5419","Yield","401","Chillies and peppers, green","2016","2016","hg/ha","436823","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","401","Chillies and peppers, green","2016","2016","tonnes","84700","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","397","Cucumbers and gherkins","2016","2016","ha","2633","","Official data"
"QC","Crops","112","Jordan","5419","Yield","397","Cucumbers and gherkins","2016","2016","hg/ha","1064022","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","397","Cucumbers and gherkins","2016","2016","tonnes","280157","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","577","Dates","2016","2016","ha","2712","","Official data"
"QC","Crops","112","Jordan","5419","Yield","577","Dates","2016","2016","hg/ha","49414","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","577","Dates","2016","2016","tonnes","13401","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","399","Eggplants (aubergines)","2016","2016","ha","1987","","Official data"
"QC","Crops","112","Jordan","5419","Yield","399","Eggplants (aubergines)","2016","2016","hg/ha","375506","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","399","Eggplants (aubergines)","2016","2016","tonnes","74613","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","569","Figs","2016","2016","ha","193","","Official data"
"QC","Crops","112","Jordan","5419","Yield","569","Figs","2016","2016","hg/ha","53057","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","569","Figs","2016","2016","tonnes","1024","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","512","Fruit, citrus nes","2016","2016","ha","124","","Official data"
"QC","Crops","112","Jordan","5419","Yield","512","Fruit, citrus nes","2016","2016","hg/ha","83387","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","512","Fruit, citrus nes","2016","2016","tonnes","1034","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","619","Fruit, fresh nes","2016","2016","ha","1689","","Official data"
"QC","Crops","112","Jordan","5419","Yield","619","Fruit, fresh nes","2016","2016","hg/ha","219142","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","619","Fruit, fresh nes","2016","2016","tonnes","37013","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","603","Fruit, tropical fresh nes","2016","2016","ha","238","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","603","Fruit, tropical fresh nes","2016","2016","hg/ha","108010","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","603","Fruit, tropical fresh nes","2016","2016","tonnes","2566","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","406","Garlic","2016","2016","ha","131","","Official data"
"QC","Crops","112","Jordan","5419","Yield","406","Garlic","2016","2016","hg/ha","173053","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","406","Garlic","2016","2016","tonnes","2267","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","507","Grapefruit (inc. pomelos)","2016","2016","ha","267","","Official data"
"QC","Crops","112","Jordan","5419","Yield","507","Grapefruit (inc. pomelos)","2016","2016","hg/ha","203596","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","507","Grapefruit (inc. pomelos)","2016","2016","tonnes","5436","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","560","Grapes","2016","2016","ha","3888","","Official data"
"QC","Crops","112","Jordan","5419","Yield","560","Grapes","2016","2016","hg/ha","160309","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","560","Grapes","2016","2016","tonnes","62328","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","242","Groundnuts, with shell","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","242","Groundnuts, with shell","2016","2016","hg/ha","20000","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","242","Groundnuts, with shell","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","497","Lemons and limes","2016","2016","ha","1599","","Official data"
"QC","Crops","112","Jordan","5419","Yield","497","Lemons and limes","2016","2016","hg/ha","198249","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","497","Lemons and limes","2016","2016","tonnes","31700","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","201","Lentils","2016","2016","ha","104","","Official data"
"QC","Crops","112","Jordan","5419","Yield","201","Lentils","2016","2016","hg/ha","10769","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","201","Lentils","2016","2016","tonnes","112","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","372","Lettuce and chicory","2016","2016","ha","1771","","Official data"
"QC","Crops","112","Jordan","5419","Yield","372","Lettuce and chicory","2016","2016","hg/ha","398408","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","372","Lettuce and chicory","2016","2016","tonnes","70558","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","56","Maize","2016","2016","ha","630","","Official data"
"QC","Crops","112","Jordan","5419","Yield","56","Maize","2016","2016","hg/ha","404127","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","56","Maize","2016","2016","tonnes","25460","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","568","Melons, other (inc.cantaloupes)","2016","2016","ha","1128","","Official data"
"QC","Crops","112","Jordan","5419","Yield","568","Melons, other (inc.cantaloupes)","2016","2016","hg/ha","391720","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","568","Melons, other (inc.cantaloupes)","2016","2016","tonnes","44186","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","79","Millet","2016","2016","ha","12","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","79","Millet","2016","2016","hg/ha","18966","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","79","Millet","2016","2016","tonnes","23","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5510","Production","449","Mushrooms and truffles","2016","2016","tonnes","856","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","430","Okra","2016","2016","ha","729","","Official data"
"QC","Crops","112","Jordan","5419","Yield","430","Okra","2016","2016","hg/ha","86406","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","430","Okra","2016","2016","tonnes","6299","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","260","Olives","2016","2016","ha","63963","","Official data"
"QC","Crops","112","Jordan","5419","Yield","260","Olives","2016","2016","hg/ha","18106","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","260","Olives","2016","2016","tonnes","115813","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","403","Onions, dry","2016","2016","ha","1963","","Official data"
"QC","Crops","112","Jordan","5419","Yield","403","Onions, dry","2016","2016","hg/ha","248640","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","403","Onions, dry","2016","2016","tonnes","48808","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","402","Onions, shallots, green","2016","2016","ha","1445","","Official data"
"QC","Crops","112","Jordan","5419","Yield","402","Onions, shallots, green","2016","2016","hg/ha","124228","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","402","Onions, shallots, green","2016","2016","tonnes","17951","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","490","Oranges","2016","2016","ha","2678","","Official data"
"QC","Crops","112","Jordan","5419","Yield","490","Oranges","2016","2016","hg/ha","191602","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","490","Oranges","2016","2016","tonnes","51311","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","534","Peaches and nectarines","2016","2016","ha","2558","","Official data"
"QC","Crops","112","Jordan","5419","Yield","534","Peaches and nectarines","2016","2016","hg/ha","213585","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","534","Peaches and nectarines","2016","2016","tonnes","54635","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","521","Pears","2016","2016","ha","335","","Official data"
"QC","Crops","112","Jordan","5419","Yield","521","Pears","2016","2016","hg/ha","121164","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","521","Pears","2016","2016","tonnes","4059","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","417","Peas, green","2016","2016","ha","266","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","417","Peas, green","2016","2016","hg/ha","117655","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","417","Peas, green","2016","2016","tonnes","3134","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","223","Pistachios","2016","2016","ha","301","","Official data"
"QC","Crops","112","Jordan","5419","Yield","223","Pistachios","2016","2016","hg/ha","32126","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","223","Pistachios","2016","2016","tonnes","967","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","536","Plums and sloes","2016","2016","ha","558","","Official data"
"QC","Crops","112","Jordan","5419","Yield","536","Plums and sloes","2016","2016","hg/ha","126362","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","536","Plums and sloes","2016","2016","tonnes","7051","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","116","Potatoes","2016","2016","ha","6839","","Official data"
"QC","Crops","112","Jordan","5419","Yield","116","Potatoes","2016","2016","hg/ha","400507","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","116","Potatoes","2016","2016","tonnes","273907","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","211","Pulses, nes","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5510","Production","211","Pulses, nes","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","394","Pumpkins, squash and gourds","2016","2016","ha","2601","","Official data"
"QC","Crops","112","Jordan","5419","Yield","394","Pumpkins, squash and gourds","2016","2016","hg/ha","292272","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","394","Pumpkins, squash and gourds","2016","2016","tonnes","76020","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","523","Quinces","2016","2016","ha","","M","Data not available"
"QC","Crops","112","Jordan","5510","Production","523","Quinces","2016","2016","tonnes","","M","Data not available"
"QC","Crops","112","Jordan","5312","Area harvested","289","Sesame seed","2016","2016","ha","30","","Official data"
"QC","Crops","112","Jordan","5419","Yield","289","Sesame seed","2016","2016","hg/ha","1667","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","289","Sesame seed","2016","2016","tonnes","5","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","83","Sorghum","2016","2016","ha","388","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","83","Sorghum","2016","2016","hg/ha","244296","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","83","Sorghum","2016","2016","tonnes","9468","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","236","Soybeans","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5510","Production","236","Soybeans","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","373","Spinach","2016","2016","ha","93","","Official data"
"QC","Crops","112","Jordan","5419","Yield","373","Spinach","2016","2016","hg/ha","316989","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","373","Spinach","2016","2016","tonnes","2948","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","544","Strawberries","2016","2016","ha","213","","Official data"
"QC","Crops","112","Jordan","5419","Yield","544","Strawberries","2016","2016","hg/ha","237371","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","544","Strawberries","2016","2016","tonnes","5056","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","267","Sunflower seed","2016","2016","ha","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5510","Production","267","Sunflower seed","2016","2016","tonnes","0","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","495","Tangerines, mandarins, clementines, satsumas","2016","2016","ha","1575","","Official data"
"QC","Crops","112","Jordan","5419","Yield","495","Tangerines, mandarins, clementines, satsumas","2016","2016","hg/ha","199943","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","495","Tangerines, mandarins, clementines, satsumas","2016","2016","tonnes","31491","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","826","Tobacco, unmanufactured","2016","2016","ha","0","","Official data"
"QC","Crops","112","Jordan","5510","Production","826","Tobacco, unmanufactured","2016","2016","tonnes","0","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","388","Tomatoes","2016","2016","ha","12336","","Official data"
"QC","Crops","112","Jordan","5419","Yield","388","Tomatoes","2016","2016","hg/ha","678779","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","388","Tomatoes","2016","2016","tonnes","837342","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","463","Vegetables, fresh nes","2016","2016","ha","4060","","Official data"
"QC","Crops","112","Jordan","5419","Yield","463","Vegetables, fresh nes","2016","2016","hg/ha","234505","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","463","Vegetables, fresh nes","2016","2016","tonnes","95209","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","420","Vegetables, leguminous nes","2016","2016","ha","1672","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5419","Yield","420","Vegetables, leguminous nes","2016","2016","hg/ha","87188","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","420","Vegetables, leguminous nes","2016","2016","tonnes","14576","Im","FAO data based on imputation methodology"
"QC","Crops","112","Jordan","5312","Area harvested","205","Vetches","2016","2016","ha","2232","","Official data"
"QC","Crops","112","Jordan","5419","Yield","205","Vetches","2016","2016","hg/ha","45237","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","205","Vetches","2016","2016","tonnes","10097","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","567","Watermelons","2016","2016","ha","1772","","Official data"
"QC","Crops","112","Jordan","5419","Yield","567","Watermelons","2016","2016","hg/ha","437743","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","567","Watermelons","2016","2016","tonnes","77568","","Official data"
"QC","Crops","112","Jordan","5312","Area harvested","15","Wheat","2016","2016","ha","27761","","Official data"
"QC","Crops","112","Jordan","5419","Yield","15","Wheat","2016","2016","hg/ha","11221","Fc","Calculated data"
"QC","Crops","112","Jordan","5510","Production","15","Wheat","2016","2016","tonnes","31150","","Official data"
"QC","Crops","108","Kazakhstan","5312","Area harvested","221","Almonds, with shell","2016","2016","ha","133","Im","FAO data based on imputation methodology"
"QC","Crops","108","Kazakhstan","5419","Yield","221","Almonds, with shell","2016","2016","hg/ha","11188","Fc","Calculated data"
"QC","Crops","108","Kazakhstan","5510","Production","221","Almonds, with shell","2016","2016","tonnes","149","Im","FAO data based on imputation methodology"
"QC","Crops","108","Kazakhstan","5312","Area harvested","515","Apples","2016","2016","ha","32463","","Official data"
"QC","Crops","108","Kazakhstan","5419","Yield","515","Apples","2016","2016","hg/ha","57943","Fc","Calculated data"
"QC","Crops","108","Kazakhstan","5510","Production","515","Apples","2016","2016","tonnes","188099","","Official data"
"QC","Crops","108","Kazakhstan","5312","Area harvested","526","Apricots","2016","2016","ha","3360","","Official data"
"QC","Crops","108","Kazakhstan","5419","Yield","526","Apricots","2016","2016","hg/ha","55446","Fc","Calculated data"
